School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1
P.S. 11 - BRONX,X,9,DEFECTIVE RETAINING WALL & PAVEMENTS,2500000,CIP,X011,1257 OGDEN AVENUE,Bronx,10452,BRONX,40.839378,-73.925714,4,16,201,2003519,2025290081,Highbridge,"(40.839378, -73.925714)"
RIVERDALE AVENUE MIDDLE SCHOOL,K,23,FY18 RESO A LIBRARY UPGRADES,415000,CIP,K183,76 RIVERDALE AVENUE,Brooklyn,11212,BROOKLYN,40.660204,-73.913933,16,42,896,3082253,3035970011,Brownsville,"(40.660204, -73.913933)"
P.S. 93 - BRONX,X,8,ROOFS/EXTERIOR MASONRY/PARAPETS,2627000,CIP,X093,1535 STORY AVENUE,Bronx,10473,BRONX,40.821776,-73.876918,9,17,28,2097341,2036520001,Soundview-Castle Hill-Clason Point-Harding Park,"(40.821776, -73.876918)"
P.S. 55 - BRONX,X,9,MASONRY/WINDOWS/ROOFS/PARAPETS,15821492,CIP,X055,450 ST PAULS PLACE,Bronx,10456,BRONX,40.836404,-73.905014,3,16,14702,2009463,2029020001,Claremont-Bathgate,"(40.836404, -73.905014)"
I.S. 61 - QUEENS,Q,24,MASONRY/ROOFS/PARAPETS,5890000,CIP,Q061,98-50 50 AVENUE,Queens,11368,QUEENS,40.742668,-73.863307,4,21,44302,4046834,4018910032,Corona,"(40.742668, -73.863307)"
P.S. 53 - STATEN ISLAND,R,31,FY18 RESO A AUDITORIUM UPGRADE,473499.99,CIP,R053,330 DURANT AVENUE,Staten Island,10308,STATEN IS,40.55258,-74.13706,3,51,13203,5065016,5051060001,Great Kills,"(40.55258, -74.13706)"
AUGUST MARTIN HS - QUEENS,Q,27,PLANYC BOILER/PLANYC CLIMATE CONTROL,9487000,CIP,Q400,156-10 BAISLEY BLVD,Queens,11434,QUEENS,40.675633,-73.783342,12,28,294,4265978,4122610001,Springfield Gardens North,"(40.675633, -73.783342)"
LONG ISLAND CITY HS - Q,Q,30,CULINARY ARTS ROOM,2180000,CIP,Q452,14-30 BROADWAY,Queens,11106,QUEENS,40.765826,-73.9328,1,22,45,4467709,4005290002,Astoria,"(40.765826, -73.9328)"
MONROE ACAD FOR VISUAL ARTS -,X,12,EXT MASONRY/FLOOD ELMNTN/PARAPETS/ROOFS/WINDOWS,15807450,CIP,X420,1300 BOYNTON AVENUE,Bronx,10472,BRONX,40.831601,-73.878912,9,18,56,2027459,2038640001,West Farms-Bronx River,"(40.831601, -73.878912)"
I.S. 75 - STATEN ISLAND,R,31,CHILLER REPLACEMENT,1595000,CIP,R075,455 HUGUENOT AVENUE,Staten Island,10312,STATEN IS,40.54438,-74.197897,3,51,17010,5079651,5060500002,Arden Heights,"(40.54438, -74.197897)"
I.S. 117 - BRONX,X,9,SCIENCE LAB UPGRADES/SCIENCE LAB UPGRADES,2074000,CIP,X117,1865 MORRIS AVENUE,Bronx,10453,BRONX,40.848516,-73.908427,5,14,23301,2007902,2028270001,Mount Hope,"(40.848516, -73.908427)"
P.S. 205 - BROOKLYN,K,20,FLOOD ELIMINATION/PARAPETS/EXTERIOR MASONRY/ROOFS,5528000,CIP,K205,6701 20 AVENUE,Brooklyn,11204,BROOKLYN,40.61527,-73.987149,11,47,256,3134749,3055710001,Bensonhurst West,"(40.61527, -73.987149)"
P.S. 95 - BROOKLYN,K,21,FY17 RESO A SUPPLEMENTAL COOLING,719500,CIP,K095,345 VAN SICKLEN STREET,Brooklyn,11223,BROOKLYN,40.595698,-73.97518,15,47,398,3192661,3071230066,Gravesend,"(40.595698, -73.97518)"
THE URBAN ASSEMBLY SCHOOL FOR,M,3,FY17 RESO A ROOM CONVERSION/PARTITIONING,434500,CIP,M470,145 WEST 84 STREET,Manhattan,10024,MANHATTAN,40.785803,-73.974614,7,6,169,1032128,1012150001,Upper West Side,"(40.785803, -73.974614)"
P.S. 184 - MANHATTAN,M,1,PLAYGROUNDS,1353309.93,CIP,M137,327 CHERRY STREET,Manhattan,10002,MANHATTAN,40.711549,-73.986542,3,1,201,1003143,1002450007,Lower East Side,"(40.711549, -73.986542)"
I.S. 10 - QUEENS,Q,30,ELECTRICAL WORK FOR A/C INITIATIVE,224500,CIP,Q010,45-11 31 AVENUE,Queens,11103,QUEENS,40.759363,-73.912902,1,22,151,4012664,4007140001,Astoria,"(40.759363, -73.912902)"
P.S. 156 - QUEENS,Q,29,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,3275000,CIP,Q156,229-02 137 AVENUE,Queens,11413,QUEENS,40.673069,-73.743173,13,31,646,4283015,4131700012,Laurelton,"(40.673069, -73.743173)"
GREGORIO LUPERON PREP. SCHOOL,M,6,EXTERIOR MASONRY/FLASHING,534786,CIP,M876,501 WEST 165 STREET,Manhattan,10032,MANHATTAN,40.838167,-73.938642,12,10,251,1085733,1021230045,Washington Heights South,"(40.838167, -73.938642)"
P.S. 152 - MANHATTAN,M,6,WATER INFILTRATION,2238000,CIP,M152,93 NAGLE AVENUE,Manhattan,10040,MANHATTAN,40.860412,-73.927936,12,10,283,1064149,1021730001,Washington Heights North,"(40.860412, -73.927936)"
P.S. 112 - BRONX,X,11,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5722000,CIP,X112,1925 SCHIEFFELIN AVENUE,Bronx,10466,BRONX,40.885008,-73.843193,12,12,458,2065991,2049050500,Eastchester-Edenwald-Baychester,"(40.885008, -73.843193)"
P.S. 236 - BROOKLYN,K,22,EXT MASONRY/ROOFS/PARAPETS/FLOOD/TCU/IRON FENCE,16321000,CIP,K236,6302 AVENUE U,Brooklyn,11234,BROOKLYN,40.615998,-73.912989,18,46,698,3326821,3084640001,Georgetown-Marine Park-Bergen Beach-Mill Basin,"(40.615998, -73.912989)"
WEST END SECONDARY SCHOOL - MANHATTAN,M,78,Lease,0,CAP,M837,227-243 WEST 61 STREET,Manhattan,10023,MANHATTAN,40.772007,-73.987479,7,6,151,1030328,1011540108,Lincoln Square,"(40.772007, -73.987479)"
P.S. 183 - MANHATTAN,M,2,FY18 RESO A SCIENCE LAB UPGRADES,376197.3,CIP,M183,419 EAST 66 STREET,Manhattan,10065,MANHATTAN,40.763736,-73.95815,8,5,116,1045569,1014610007,Lenox Hill-Roosevelt Island,"(40.763736, -73.95815)"
THE BROOKLYN SCHOOL FOR SOCIAL,K,32,FY17 RESO A GYMNASIUM UPGRADE,428955.55,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.69697,-73.910791,4,37,435,3076908,3033650098,Bushwick North,"(40.69697, -73.910791)"
P.S. 174 - QUEENS,Q,28,FY17 RESO A AUDITORIUM� UPGRADE,419987,CIP,Q174,65-10 DIETERLE CRESCENT,Queens,11374,QUEENS,40.720924,-73.86135,6,29,69702,4073904,4031340024,Rego Park,"(40.720924, -73.86135)"
P.S. 219 - QUEENS,Q,25,ROOFS,4976000,CIP,Q219,144-39 GRAVETT ROAD,Queens,11367,QUEENS,40.735275,-73.823778,8,24,809,4448708,4065070001,Kew Gardens Hills,"(40.735275, -73.823778)"
Q811 SPED - QUEENS,Q,26,LL 41/16 COMPLIANCE,677000,CIP,Q811,61-25 MARATHON PKWY,Queens,11362,Q,40.756778,-73.729487,411,23,152902,4173060,4083610001,Douglas Manor-Douglaston-Little Neck,"(40.756778, -73.729487)"
P.S. /I.S 295 - QUEENS,Q,29,FY19 RESO A AUDITORIUM UPGRADE,75000,CIP,Q263,222-14 JAMAICA AVENUE,Queens,11428,Q,40.720619,-73.731997,413,23,568,4231378,4108130005,Queens Village,"(40.720619, -73.731997)"
P.S. 163 - BROOKLYN,K,20,LSP- REPLACE DUPLEX SEWAGE EJECTOR PUMPS,182400,CIP,K807,109 BAY 14TH STREET,Brooklyn,11214,K,40.606792,-74.00806,311,43,180,3392297,3063990040,Bath Beach,"(40.606792, -74.00806)"
BROOKLYN TECH HS - K,K,13,EXTERIOR MASONRY/ROOFS/PARAPETS/WINDOWS/PAVED AREA,23760000,CIP,K430,29 FT GREENE PLACE,Brooklyn,11217,K,40.688834,-73.976905,302,35,33,3058752,3020980013,Fort Greene,"(40.688834, -73.976905)"
P.S. 345 - BROOKLYN,K,19,PLANYC CLIMATE CTRL/PLANYC BOILER CONVERSION,6888000,CIP,K345,111 BERRIMAN STREET,Brooklyn,11208,K,40.676129,-73.880337,305,37,1192,3088734,3039900001,East New York,"(40.676129, -73.880337)"
I.S. 51 - STATEN ISLAND,R,31,FY15 RESO A SCHOOL YARD RENOVATION,1869000,CIP,R051,20 HOUSTON STREET,Staten Island,10302,R,40.622585,-74.14488,501,50,251,5107210,5014780500,Port Richmond,"(40.622585, -74.14488)"
UNIVERSITY HEIGHTS HS - BRONX,X,7,ATHLETIC FIELDS,7421000,CIP,X471,701 ST ANNS AVENUE,Bronx,10455,X,40.81825,-73.91103,201,17,71,2001153,2023590240,Melrose South-Mott Haven North,"(40.81825, -73.91103)"
P.S. 97 - BROOKLYN,K,21,Addition,48886000,CAP,K097,1855 STILLWELL AVENUE,Brooklyn,11223,K,40.601433,-73.986139,311,47,404,3177680,3066670024,Bensonhurst East,"(40.601433, -73.986139)"
I.S. 127 - BRONX,X,11,ACCESSIBILITY/WINDOWS/PARAPETS/EXT MASONRY/ROOFS,11400000,CIP,X127,1560 PURDY STREET,Bronx,10462,X,40.837931,-73.853524,209,18,222,2041247,2039480055,Parkchester,"(40.837931, -73.853524)"
P.S. 312 - BROOKLYN,K,22,WATER PENETRATION,774786,CIP,K312,7103 AVENUE T,Brooklyn,11234,K,40.621413,-73.908987,318,46,69602,3236665,3083930001,Georgetown-Marine Park-Bergen Beach-Mill Basin,"(40.621413, -73.908987)"
P.S. 52 - QUEENS,Q,29,FY19 RESO A AUDITORIUM UPGRADE,28665,CIP,Q052,178-37 146 TERRACE,Queens,11434,Q,40.661122,-73.766733,413,31,320,4285972,4133530020,Springfield Gardens South-Brookville,"(40.661122, -73.766733)"
I.S. 53 - QUEENS,Q,27,ELECTRICAL UPGRADE,727000,CIP,Q053,10-45 NAMEOKE STREET,Queens,11691,Q,40.603622,-73.749097,414,31,103202,4298234,4155570025,Far Rockaway-Bayswater,"(40.603622, -73.749097)"
BROOKLYN ACADEMY HS - BROOKLYN,K,13,WORK REQUIRED TO OBTAIN A C OF O,9436400,CIP,K458,832 MARCY AVENUE,Brooklyn,11216,K,40.685004,-73.947152,303,36,249,3051641,3018230038,Bedford,"(40.685004, -73.947152)"
K753 SPED - BROOKLYN,K,13,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,4827000,CIP,K085,510 CLERMONT AVENUE,Brooklyn,11238,K,40.682533,-73.968769,302,35,179,3057521,3020080001,Fort Greene,"(40.682533, -73.968769)"
P.S. 146 - BROOKLYN,K,15,FALLING MASONRY,3939000,CIP,K142,610 HENRY STREET,Brooklyn,11231,K,40.68007,-74.001377,306,39,63,3336036,3003690001,Carroll Gardens-Columbia Street-Red Hook,"(40.68007, -74.001377)"
TEACHER'S COLLEGE COMMUNITY SCHOOL ANNEX - MANHATTAN,M,5,Lease,5678730,CAP,M484,223-233 WEST 132 STREET,Manhattan,10027,M,40.813781,-73.946024,110,9,226,1058776,1019380020,Central Harlem North-Polo Grounds,"(40.813781, -73.946024)"
P.S. 307 - BROOKLYN,K,13,RENOVATION OF CLASSROOM 332,255965,CIP,K307,209 YORK STREET,Brooklyn,11201,K,40.701343,-73.982314,302,33,21,3000158,3000560007,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.701343, -73.982314)"
HS FOR HEALTH CAREER & SCIENCE,M,6,WATER MAIN - BACKFLOW ISSUE,890000,CIP,M465,549 AUDUBON AVENUE,Manhattan,10040,M,40.855855,-73.92712,112,10,277,1076751,1021600018,Washington Heights North,"(40.855855, -73.92712)"
I.S. 53 - QUEENS,Q,27,CONCRETE/FLOOD/PARAPETS/ ROOFS/WINDOWS/C OF O,17300000,CIP,Q053,10-45 NAMEOKE STREET,Queens,11691,Q,40.603622,-73.749097,414,31,103202,4298234,4155570025,Far Rockaway-Bayswater,"(40.603622, -73.749097)"
ESSEX STREET ACADEMY - MANHATT,M,2,FY17 RESO A BOYS LOCKER ROOM UPGRADE,732000,CIP,M445,350 GRAND STREET,Manhattan,10002,M,40.717349,-73.989596,103,1,18,1005283,1004080030,Chinatown,"(40.717349, -73.989596)"
JOHN BOWNE HS - QUEENS,Q,25,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,238458,CIP,Q425,63-25 MAIN STREET,Queens,11367,Q,40.738139,-73.824944,408,24,809,4439900,4065070001,Kew Gardens Hills,"(40.738139, -73.824944)"
BRONX CNTR FOR SCIENCE & MATH,X,9,PLANYC BOILER CONVERSION/PLANYC CLIMATE CTRL,5747000,CIP,X002,1365 FULTON AVENUE,Bronx,10456,X,40.833696,-73.902477,203,16,14701,2009617,2029250056,Claremont-Bathgate,"(40.833696, -73.902477)"
P.S. 5 - BROOKLYN,K,16,FY19 RESO A AUDITORIUM UPGRADE,69900,CIP,K005,820 HANCOCK STREET,Brooklyn,11233,K,40.685695,-73.922463,303,41,377,3039906,3014900001,Stuyvesant Heights,"(40.685695, -73.922463)"
AUGUST MARTIN HS - QUEENS,Q,27,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,810000,CIP,Q400,156-10 BAISLEY BLVD,Queens,11434,Q,40.675633,-73.783342,412,28,294,4265978,4122610001,Springfield Gardens North,"(40.675633, -73.783342)"
LONG ISLAND CITY HS - Q,Q,30,FIRE ALARM SYSTEM/BUILDING MGMT SYSTEM,18432800,CIP,Q452,14-30 BROADWAY,Queens,11106,Q,40.765826,-73.9328,401,22,45,4467709,4005290002,Astoria,"(40.765826, -73.9328)"
P.S. 503 - BROOKLYN,K,20,FY16 RESO A PLAYGROUND REDEVELOPMENT,878000,CIP,K314,330 59 STREET,Brooklyn,11220,K,40.642121,-74.018997,307,38,74,3016258,3008620012,Sunset Park West,"(40.642121, -74.018997)"
HS OF GRAPHIC COMM. ARTS (VOC),M,2,EXT MASONRY/ROOFS/PARAPETS,7649000,CIP,M625,439 WEST 49 STREET,Manhattan,10019,M,40.76337,-73.9906,104,3,127,1026646,1010590015,Clinton,"(40.76337, -73.9906)"
3K CENTER @ 101-49 WOODHAVEN BOULEVARD - QUEENS,Q,27,Lease,15068900,CAP,Q439,101-49 WOODHAVEN BOULEVARD,Queens,11416,Q,40.683886,-73.845912,409,32,4001,4189324,4091020027,Woodhaven,"(40.683886, -73.845912)"
JOHN ADAMS HS - QUEENS,Q,27,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,738000,CIP,Q480,102-10 ROCKAWAY BOULEVARD,Queens,11417,Q,40.679487,-73.836476,410,32,864,4202849,4095400002,South Ozone Park,"(40.679487, -73.836476)"
P.S. 7 - BRONX,X,10,FY16 RESO A AIR CONDITIONING SPLIT SYSTEM,386786,CIP,X007,3201 KINGSBRIDGE AVENUE,Bronx,10463,X,40.881066,-73.905366,208,11,287,2083564,2057560195,Spuyten Duyvil-Kingsbridge,"(40.881066, -73.905366)"
BERGTRAUM HS - MANHATTAN,M,2,PUBLIC ADDRESS & CLOCK SYSTEMS,2147000,CIP,M520,411 PEARL STREET,Manhattan,10038,M,40.711442,-74.000851,101,1,29,1001388,1001130100,Chinatown,"(40.711442, -74.000851)"
LIFE SCIENCE SECONDARY SCHOOL,M,2,LSP HOT WATER HEATER,74000,CIP,M645,320 EAST 96 STREET,Manhattan,10128,M,40.783625,-73.945637,108,5,15601,1050338,1015580034,Yorkville,"(40.783625, -73.945637)"
P.S. 198 - MANHATTAN,M,2,FY17 RESO A SUPPLEMENTAL COOLING,393818,CIP,M198,1700 3RD AVENUE,Manhattan,10128,M,40.784826,-73.949611,108,5,15801,1048492,1015240023,Upper East Side-Carnegie Hill,"(40.784826, -73.949611)"
P.S. 200 - BROOKLYN,K,20,LSP REPLACE DUPLEX SEWER EJECTOR PUMPS,56840,CIP,K200,1940 BENSON AVENUE,Brooklyn,11214,K,40.603188,-74.001408,311,43,282,3167818,3064070008,Bath Beach,"(40.603188, -74.001408)"
MONROE ACAD FOR VISUAL ARTS -,X,12,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,497180,CIP,X420,1300 BOYNTON AVENUE,Bronx,10472,X,40.831601,-73.878912,209,18,56,2027459,2038640001,West Farms-Bronx River,"(40.831601, -73.878912)"
P.S. 32 - BRONX,X,10,FY17 RESO A IP SURVEILLANCE CAMERA,188000,CIP,X032,690 EAST 183 STREET,Bronx,10458,X,40.852092,-73.885891,206,15,391,2012409,2030850001,Belmont,"(40.852092, -73.885891)"
P.S. 246 - BRONX,X,10,FY18 RESO A SCIENCE LAB UPGRADES,376700,CIP,X843,2641 GRAND CONCOURSE,Bronx,10468,X,40.865593,-73.894758,207,14,401,2013830,2031680027,Bedford Park-Fordham North,"(40.865593, -73.894758)"
I.S. 244 - BRONX,X,10,PLANYC BOILER/PLANYC CLIMATE CTRL,6969000,CIP,X143,120 WEST 231 STREET,Bronx,10463,X,40.875916,-73.90111,208,14,273,2015547,2032530141,Van Cortlandt Village,"(40.875916, -73.90111)"
P.S. 129 - QUEENS,Q,25,Demo,1692000,CAP,Q129,128-02 7TH AVENUE,Queens,11356,Q,40.790638,-73.839771,407,19,945,4096774,4039760001,Whitestone,"(40.790638, -73.839771)"
P.S. 75 - MANHATTAN,M,3,TEMPORARY BOILER,250000,CIP,M075,735 WEST END AVENUE,Manhattan,10025,M,40.795157,-73.973292,107,6,183,1034190,1012530065,Upper West Side,"(40.795157, -73.973292)"
P.S. 139 - QUEENS,Q,28,WATER PENETRATION/ROOFS,1456000,CIP,Q139,93-06 63 DRIVE,Queens,11374,Q,40.72814,-73.863582,406,29,693,4072457,4030950050,Rego Park,"(40.72814, -73.863582)"
P.S. 43 - BRONX,X,7,WATER PENE/BOILER/SUPPORT/MASONRY/CLIM CTRL/PIPING,21380000,CIP,X043,165 BROWN PLACE,Bronx,10454,X,40.806351,-73.921196,201,8,25,2000205,2022800040,Mott Haven-Port Morris,"(40.806351, -73.921196)"
P.S. 92 - QUEENS,Q,30,Addition,42410002,CAP,Q292,99-01 34TH AVENUE,Queens,11368,Q,40.755418,-73.869017,403,21,377,4042496,4017140018,North Corona,"(40.755418, -73.869017)"
P.S. 45 - BROOKLYN,K,32,LSP VACUUM PUMPS,345900,CIP,K045,84 SCHAEFER STREET,Brooklyn,11207,K,40.686746,-73.910693,304,37,401,3079428,3034270011,Bushwick South,"(40.686746, -73.910693)"
I.S. 286 - MANHATTAN,M,5,WINDOWS/EXT MASONRY/ROOFS/PARAPETS,13162997,CIP,M043,509 WEST 129 STREET,Manhattan,10027,M,40.815256,-73.955325,109,7,219,1059723,1019840033,Manhattanville,"(40.815256, -73.955325)"
UNIVERSITY HEIGHTS HS - BRONX,X,7,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,515975,CIP,X470,701 ST ANNS AVENUE,Bronx,10455,X,40.81825,-73.91103,201,17,71,2001153,2023590240,Melrose South-Mott Haven North,"(40.81825, -73.91103)"
P.S. 85 - BRONX,X,10,EXT MASONRY/PARAPETS/ROOFS/LIGHTING/FLOOD/CEILING,10340066,CIP,X085,2400 MARION AVENUE,Bronx,10458,X,40.858831,-73.895167,205,15,38302,2011054,2030240021,Fordham South,"(40.858831, -73.895167)"
P.S. 26 - STATEN ISLAND,R,31,FY18 RESO A LIBRARY UPGRADE,312000,CIP,R026,4108 VICTORY BLVD,Staten Island,10314,R,40.591702,-74.190648,502,50,29102,5107386,5026340001,New Springville-Bloomfield-Travis,"(40.591702, -74.190648)"
P.S. 152 - BROOKLYN,K,22,RESO A FY18 RESO A PLAYGROUND UPGRADE,294000,CIP,K776,1087 OCEAN AVENUE,Brooklyn,11210,K,40.63589,-73.958303,314,45,770,3339044,3052200007,Flatbush,"(40.63589, -73.958303)"
FORDHAM HS FOR THE ARTS - BRON,X,10,FY16 RESO A LIBRARY UPGRADE,1928000,CIP,X435,500 EAST FORDHAM ROAD,Bronx,10458,X,40.860043,-73.888267,206,15,387,2011810,2030590001,Belmont,"(40.860043, -73.888267)"
I.S. 343 - BRONX,X,7,FY16 RESO A SUPPLEMENTAL COOLING,579995,CIP,X139,345 BROOK AVENUE,Bronx,10454,X,40.81004,-73.917792,201,8,41,2000391,2022860036,Mott Haven-Port Morris,"(40.81004, -73.917792)"
P.S. @ 256 59TH STREET- BROOKLYN,K,20,New,92747000,CAP,K746,256 59TH STREET,Brooklyn,11220,K,40.643337,-74.021011,307,38,22,3016235,3008610029,Sunset Park West,"(40.643337, -74.021011)"
P.S. 234 - QUEENS,Q,30,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,409000,CIP,Q234,30-15 29TH STREET,Queens,11102,Q,40.767305,-73.923246,401,22,73,4007619,4005920015,Old Astoria,"(40.767305, -73.923246)"
I.S. 204 - QUEENS,Q,30,LSP GYM ACOUSTICAL CEILING TILE REPLACEMENT,53968,CIP,Q204,36-41 28 STREET,Queens,11106,Q,40.757065,-73.932664,401,26,51,4004156,4003430001,Queensbridge-Ravenswood-Long Island City,"(40.757065, -73.932664)"
P.S. 92 - MANHATTAN,M,5,COLLAPSED WALL,4621599,CIP,M092,222 WEST 134 STREET,Manhattan,10030,M,40.815016,-73.945123,110,9,226,1058808,1019390011,Central Harlem North-Polo Grounds,"(40.815016, -73.945123)"
FOREST HILLS HS - QUEENS,Q,28,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,835000,CIP,Q440,67-01 110 STREET,Queens,11375,Q,40.729402,-73.845637,406,29,747,4052143,4021890002,Forest Hills,"(40.729402, -73.845637)"
WILLIAM MAXWELL VOC HS - K,K,19,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,350000,CIP,K660,145 PENNSYLVANIA AVENUE,Brooklyn,11207,K,40.674135,-73.89643,305,37,1144,3083660,3037040001,East New York (Pennsylvania Ave),"(40.674135, -73.89643)"
P.S. 284 - BROOKLYN,K,23,LOW VOLTAGE ELECTRICAL SYSTEM/WATER PENETRATION,2331000,CIP,K284,213 OSBORN STREET,Brooklyn,11212,K,40.667377,-73.908214,316,41,912,3081460,3035440135,Brownsville,"(40.667377, -73.908214)"
BERGTRAUM HS - MANHATTAN,M,2,SCIENCE LAB UPGRADE/FIRE ALARM SYSTEMS,8097230,CIP,M520,411 PEARL STREET,Manhattan,10038,M,40.711442,-74.000851,101,1,29,1001388,1001130100,Chinatown,"(40.711442, -74.000851)"
P.S. 199 - BRONX,X,9,FLOOD ELIMINATION,644000,CIP,X104,1449 SHAKESPEARE AVENUE,Bronx,10452,X,40.842943,-73.920563,204,16,21302,2088263,2028730027,Highbridge,"(40.842943, -73.920563)"
P.S. 230 - BROOKLYN,K,15,FY18 RESO A SUPPLEMENTAL COOLING,686000,CIP,K230,1 ALBEMARLE ROAD,Brooklyn,11218,K,40.645017,-73.980761,312,39,498,3124109,3053230032,Kensington-Ocean Parkway,"(40.645017, -73.980761)"
P.S. 288 - BROOKLYN,K,21,ROOF,3493083,CIP,K288,2950 WEST 25 STREET,Brooklyn,11224,K,40.574411,-73.99194,313,47,342,3189538,3070540045,Seagate-Coney Island,"(40.574411, -73.99194)"
P.S. 384 - BROOKLYN,K,32,LSP DOMESTIC WATER BOOSTER PUMP REPLACEMENT,97331,CIP,K384,242 COOPER STREET,Brooklyn,11207,K,40.690353,-73.904803,304,37,409,3080043,3034420001,Bushwick North,"(40.690353, -73.904803)"
J.H.S. 194 - QUEENS,Q,25,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,6795000,CIP,Q194,154-60 17 AVENUE,Queens,11357,Q,40.78365,-73.807838,407,19,1029,4107342,4047290001,Whitestone,"(40.78365, -73.807838)"
P.S. 55 - BRONX,X,9,FY18 RESO A SUPPLEMENTAL COOLING,549100,CIP,X055,450 ST PAULS PLACE,Bronx,10456,X,40.836404,-73.905014,203,16,14702,2009463,2029020001,Claremont-Bathgate,"(40.836404, -73.905014)"
P.S. 81 - QUEENS,Q,24,STANDALONE GYM ANNEX,7985000,CIP,Q342,1716 BLEECKER STREET,Queens,11385,Q,40.704168,-73.912235,405,34,545,4548602,4034370001,Ridgewood,"(40.704168, -73.912235)"
P.S. 104 - BROOKLYN,K,20,WATER INFILTRATION/FLOOD/PARAPETS/ROOFS,10521000,CIP,K104,9115 5TH AVENUE,Brooklyn,11209,K,40.618415,-74.028842,310,43,160,3154775,3060880001,Bay Ridge,"(40.618415, -74.028842)"
QUEENS METROPOLITAN HIGH SCHOO,Q,28,FY16 RESO A GREEN ROOF,389000,CIP,Q686,91-30 METROPOLITAN AVENUE,Queens,11375,Q,40.711367,-73.856698,406,29,645,4447233,4038860800,Forest Hills,"(40.711367, -73.856698)"
3K CENTER @ 87-40 88 STREET - QUEENS,Q,27,Lease,7036746,CAP,Q477,87-40 88 STREET,Queens,11421,Q,40.692032,-73.856091,409,32,16,4438404,4089250026,Woodhaven,"(40.692032, -73.856091)"
I.S. 5 - QUEENS,Q,24,HVAC/PUBLIC ADDRESS SYSTEM,4710000,CIP,Q005,50-40 JACOBUS STREET,Queens,11373,Q,40.737718,-73.887429,404,25,489,4454423,4024500017,Elmhurst-Maspeth,"(40.737718, -73.887429)"
P.S. 69 - QUEENS,Q,30,DEFECTIVE CHIMNEY MASONRY/FLOOD/ROOFS/FLOORING,2388000,CIP,Q069,77-02 37 AVENUE,Queens,11372,Q,40.749266,-73.888817,403,25,287,4029892,4012880001,Jackson Heights,"(40.749266, -73.888817)"
LONG ISLAND CITY HS - Q,Q,30,CULINARY ARTS ROOM,2180000,CIP,Q452,14-30 BROADWAY,Queens,11106,Q,40.765826,-73.9328,401,22,45,4467709,4005290002,Astoria,"(40.765826, -73.9328)"
BRONX INTERNATIONAL - BRONX,X,9,TERRA COTTA REPL/FLOOD/ROOFS/WINDOW/INTERIOR SPACE,37337000,CIP,X400,1110 BOSTON RD,Bronx,10456,X,40.827642,-73.904473,203,16,135,2004526,2026340001,Morrisania-Melrose,"(40.827642, -73.904473)"
I.S. 151 - BRONX,X,7,STH SBHC,2137000,CIP,X151,250 EAST 156 STREET,Bronx,10451,X,40.82316,-73.921631,204,17,61,2002458,2024430190,East Concourse-Concourse Village,"(40.82316, -73.921631)"
TOTTENVILLE HS - STATEN ISLAND,R,31,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,675500,CIP,R455,100 LUTEN AVENUE,Staten Island,10312,R,40.528092,-74.192032,503,51,198,5082634,5066130001,Annadale-Huguenot-Prince's Bay-Eltingville,"(40.528092, -74.192032)"
I.S. 187 - BROOKLYN,K,20,LSP REPLACE VACUUM CONDENSATE PUMP AND STEAM TRAPS,100000,CIP,K486,1171 65 STREET,Brooklyn,11219,K,40.627784,-74.004485,310,38,212,3142008,3057450029,Dyker Heights,"(40.627784, -74.004485)"
P.S. 121 - QUEENS,Q,28,FY17 RESO A AUDITORIUM  UPGRADE,918000,CIP,Q121,126-10 109 AVENUE,Queens,11420,Q,40.68405,-73.815834,410,28,170,4249769,4116070001,South Ozone Park,"(40.68405, -73.815834)"
P.S. 335 - BROOKLYN,K,16,PARTIAL ACESSIBILITY,503250,CIP,K335,130 ROCHESTER AVENUE,Brooklyn,11213,K,40.674656,-73.927794,308,36,307,3035887,3013550023,Crown Heights North,"(40.674656, -73.927794)"
I.S. 75 - STATEN ISLAND,R,31,FY18 RESO A AUDITORIUM  UPGRADE,18600,CIP,R075,455 HUGUENOT AVENUE,Staten Island,10312,R,40.54438,-74.197897,503,51,17010,5079651,5060500002,Arden Heights,"(40.54438, -74.197897)"
