School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1
COLLEGIATE INST FOR MATH & SCI,X,11,FIRE ALARM SYSTEM,1430000,CIP,X415,925 ASTOR AVENUE,Bronx,10469,BRONX,40.859665,-73.861006,11,13,324,2050179,2043580001,Bronxdale,"(40.859665, -73.861006)"
P.S. 152 - BRONX,X,8,WINDOWS,3777000,CIP,X152,1007 EVERGREEN AVENUE,Bronx,10472,BRONX,40.824054,-73.880039,9,17,52,2023336,2037110001,Soundview-Bruckner,"(40.824054, -73.880039)"
P.S. 64 - QUEENS,Q,27,PLANYC BOILER CONVERSION/PLANYC CLIMATE CTRL/FA,6543210,CIP,Q064,82-01 101 AVENUE,Queens,11416,QUEENS,40.681172,-73.856918,9,32,42,4188214,4090530014,Woodhaven,"(40.681172, -73.856918)"
I.S. 34 - STATEN ISLAND,R,31,FULL PROGRAM ACCESSIBILITY/FIRE ALARM SYSTEM,11177000,CIP,R034,528 ACADEMY AVE,Staten Island,10307,STATEN IS,40.508284,-74.243428,3,51,24401,5088090,5078940001,Charleston-Richmond Valley-Tottenville,"(40.508284, -74.243428)"
P.S. 24 - BRONX,X,10,C OF O/FIRE ALARM/PLANYC BOILER/PLANYC CLIMATE CTR,6670000,CIP,X024,660 WEST 236 STREET,Bronx,10463,BRONX,40.887111,-73.913697,8,11,309,2085869,2059170140,North Riverdale-Fieldston-Riverdale,"(40.887111, -73.913697)"
FRANCIS LEWIS HS - QUEENS,Q,26,WATER PENETRATION,1469000,CIP,Q430,58-20 UTOPIA PKWY,Queens,11365,QUEENS,40.740724,-73.79283,11,20,1417,4148763,4068820001,Auburndale,"(40.740724, -73.79283)"
P.S. 13 - BROOKLYN,K,19,PUBLIC ADDRESS SYSTEM/PROGRAM CLOCK SYSTEM REPLACE,820000,CIP,K013,557 PENNSYLVANIA AVENUE,Brooklyn,11207,BROOKLYN,40.663673,-73.893754,5,42,1126,3085070,3038230001,East New York (Pennsylvania Ave),"(40.663673, -73.893754)"
BROOKLYN TECH HS - K,K,13,LOW VOLT ELEC SYS/KITCHEN FIRE SUPRESSION SYS,4291000,CIP,K430,29 FT GREENE PLACE,Brooklyn,11217,BROOKLYN,40.688834,-73.976905,2,35,33,3058752,3020980013,Fort Greene,"(40.688834, -73.976905)"
P.S. 95 - BRONX,X,10,DEFECTIVE MASONRY/PARAPETS,7609000,CIP,X095,3961 HILLMAN AVENUE,Bronx,10463,BRONX,40.882898,-73.891256,8,11,281,2015472,2032520182,Van Cortlandt Village,"(40.882898, -73.891256)"
P.S. 138 - BRONX,X,8,AUDITORIUM UPGRADE,1826400,CIP,X138,2060 LAFAYETTE AVENUE,Bronx,10473,BRONX,40.822665,-73.853366,9,18,74,2022289,2036090016,Soundview-Castle Hill-Clason Point-Harding Park,"(40.822665, -73.853366)"
P.S. 503 - BROOKLYN,K,20,FY16 RESO A PLAYGROUND REDEVELOPMENT,878000,CIP,K314,330 59 STREET,Brooklyn,11220,BROOKLYN,40.642121,-74.018997,7,38,74,3016258,3008620012,Sunset Park West,"(40.642121, -74.018997)"
WILLIAM E. GRADY VOC HS - K,K,21,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,504950,CIP,K620,25 BRIGHTON 4TH ROAD,Brooklyn,11235,BROOKLYN,40.582585,-73.963477,13,48,366,3196378,3072610201,Brighton Beach,"(40.582585, -73.963477)"
P.S. 375 - BROOKLYN,K,17,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,6238000,CIP,K320,46 MCKEEVER PLACE,Brooklyn,11225,BROOKLYN,40.665035,-73.959031,9,35,325,3034356,3013010001,Crown Heights South,"(40.665035, -73.959031)"
HERBERT H. LEHMAN HS - X,X,8,FY17 RESO A LIBRARY UPGRADES,633000,CIP,X405,3000 EAST TREMONT AVENUE,Bronx,10461,BRONX,40.840702,-73.838545,10,13,194,2074045,2053680001,Schuylerville-Throgs Neck-Edgewater Park,"(40.840702, -73.838545)"
P.S. 24 - QUEENS,Q,25,Addition,0,CAP,Q024,45-57 UNION STREET,Queens,11355,QUEENS,40.75207,-73.818789,7,20,1205,4000000,4052010021,East Flushing,"(40.75207, -73.818789)"
J.H.S. 52 - MANHATTAN,M,6,FLOOD ELIMINATION/EXTERIOR MASONRY,2559000,CIP,M052,650 ACADEMY STREET,Manhattan,10034,MANHATTAN,40.866053,-73.924835,12,10,291,1076776,1022330020,Marble Hill-Inwood,"(40.866053, -73.924835)"
P.S. 53 - STATEN ISLAND,R,31,FY18 RESO A GYMNASIUM UPGRADE,277000,CIP,R053,330 DURANT AVENUE,Staten Island,10308,STATEN IS,40.55258,-74.13706,3,51,13203,5065016,5051060001,Great Kills,"(40.55258, -74.13706)"
P.S. 101 - BROOKLYN,K,21,Addition,0,CAP,K101,2360 BENSON AVENUE,Brooklyn,11214,BROOKLYN,40.597863,-73.991693,11,47,302,3185973,3068750032,Bensonhurst East,"(40.597863, -73.991693)"
P.S. 111 - BRONX,X,11,FY17 RESO A CAFEERIA/MULTIPURPOSE ROOM UPGRADE,343000,CIP,X111,3740 BAYCHESTER AVENUE,Bronx,10466,BRONX,40.884343,-73.840254,12,12,484,2065992,2049160001,Eastchester-Edenwald-Baychester,"(40.884343, -73.840254)"
I.S. 220 - BROOKLYN,K,20,FY18 RESO A AUDITORIUM  UPGRADE,220331,CIP,K220,4812 9TH AVENUE,Brooklyn,11220,BROOKLYN,40.640545,-74.000731,12,38,108,3012824,3007780023,Sunset Park East,"(40.640545, -74.000731)"
P.S. 216 - BROOKLYN,K,21,FY15 RESO A SUPPLEMENTAL COOLING,693400,CIP,K216,350 AVENUE X,Brooklyn,11223,BROOKLYN,40.590564,-73.969964,15,47,37401,3195175,3071960001,Gravesend,"(40.590564, -73.969964)"
ARCHER ELEMENTARY SCHOOL - BRO,X,12,FLOOD ELIMINATION/ROOFS,4100000,CIP,X102,1827 ARCHER STREET,Bronx,10460,BRONX,40.837631,-73.866036,9,18,21601,2028640,2039210030,West Farms-Bronx River,"(40.837631, -73.866036)"
I.S. 218 - BROOKLYN,K,19,WATER PENETRATION/EXT MASONRY,2606000,CIP,K218,370 FOUNTAIN AVENUE,Brooklyn,11208,BROOKLYN,40.670724,-73.874208,5,42,1118,3095977,3042780001,East New York,"(40.670724, -73.874208)"
I.S. 72 - STATEN ISLAND,R,31,FY18 RESO A AUDITORIUM UPGRADE,429855,CIP,R072,33 FERNDALE AVENUE,Staten Island,10314,STATEN IS,40.593005,-74.158988,2,51,27706,5037524,5023640001,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,"(40.593005, -74.158988)"
HOLCOMBE L. RUCKER SCHOOLOF CO,X,8,FY16 RESO A AUDITORIUM UPGRADE,500000,CIP,X039,965 LONGWOOD AVENUE,Bronx,10459,BRONX,40.817512,-73.898212,2,17,87,2005616,2027100001,Longwood,"(40.817512, -73.898212)"
P.P.A.S. - MANHATTAN,M,2,MASONRY/AUD UPG/WIN/FLOOD/PARAPETS/ROOFS/FA,7315000,CIP,M017,328 WEST 48 STREET,Manhattan,10036,MANHATTAN,40.761448,-73.988019,4,3,127,1025092,1010380014,Clinton,"(40.761448, -73.988019)"
PRE-K CENTER @ 108-18 ROOSEVELT AVENUE - QUEENS,Q,24,Lease,0,CAP,Q422,108-18 ROOSEVELT AVENUE,Queens,11368,QUEENS,40.750844,-73.858303,4,21,401,4049190,4019960011,North Corona,"(40.750844, -73.858303)"
P.S. 125 - MANHATTAN,M,5,ROOFS/FLOOD ELIMINATION/EXTERIOR MASONRY/PARAPETS,8744000,CIP,M125,425 WEST 123 STREET,Manhattan,10027,MANHATTAN,40.810431,-73.955809,9,7,20901,1059526,1019640012,Morningside Heights,"(40.810431, -73.955809)"
BOYS & GIRLS HS - BROOKLYN,K,16,REPLACE CHILLERS & COOLING TOWERS,2996000,CIP,K455,1700 FULTON STREET,Brooklyn,11213,BROOKLYN,40.67944,-73.932407,3,36,271,3047996,3017010001,Crown Heights North,"(40.67944, -73.932407)"
P.S. 198 - MANHATTAN,M,2,WINDOWS/ROOFS/PARAPETS,7852000,CIP,M198,1700 3RD AVENUE,Manhattan,10128,MANHATTAN,40.784826,-73.949611,8,5,15801,1048492,1015240023,Upper East Side-Carnegie Hill,"(40.784826, -73.949611)"
P.S. 14 - BRONX,X,8,Addition,0,CAP,X014,3047 BRUCKNER BLVD,Bronx,10461,BRONX,40.83587,-73.825774,10,13,184,2072754,2053130092,Schuylerville-Throgs Neck-Edgewater Park,"(40.83587, -73.825774)"
P.S. 153 - MANHATTAN,M,6,FY17 RESO A PLAYGROUND REDEVELPOMENT,249390,CIP,M153,1750 AMSTERDAM AVENUE,Manhattan,10031,MANHATTAN,40.826295,-73.946845,9,7,233,1081834,1020780019,Hamilton Heights,"(40.826295, -73.946845)"
I.S. 34 - STATEN ISLAND,R,31,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,448358,CIP,R034,528 ACADEMY AVE,Staten Island,10307,STATEN IS,40.508284,-74.243428,3,51,24401,5088090,5078940001,Charleston-Richmond Valley-Tottenville,"(40.508284, -74.243428)"
BROOKLYN HS OF THE ARTS - BROO,K,15,ANSUL SYS/FIRE ALARM/MECHANICAL SYS - VENTILATION,5186160,CIP,K655,345 DEAN STREET,Brooklyn,11217,BROOKLYN,40.683559,-73.98027,2,33,39,3001190,3001920013,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.683559, -73.98027)"
P.S. 249 - BROOKLYN,K,17,LOW VOLT/PLANYC CLIMATE CTRL/PLANYC BOILER CONV,7867000,CIP,K249,18 MARLBOROUGH ROAD,Brooklyn,11226,BROOKLYN,40.64971,-73.966046,14,40,506,3116438,3050750001,Flatbush,"(40.64971, -73.966046)"
FRANCIS LEWIS HS ANNEX - QUEENS,Q,78,New,0,CAP,Q434,58-20 UTOPIA PARKWAY,Queens,11365,QUEENS,40.740724,-73.79283,11,20,1417,4148763,4068820001,Auburndale,"(40.740724, -73.79283)"
BROOKLYN GENERATION SCHOOL - K,K,18,ATHLETIC FIELD - TRACK,1618000,CIP,K516,6565 FLATLANDS AVENUE,Brooklyn,11236,BROOKLYN,40.633285,-73.916735,18,46,950,3224139,3079980005,Canarsie,"(40.633285, -73.916735)"
P.S./I.S. 217 - MANHATTAN,M,2,FY14 RESO A GREEN ROOF,1615100,CIP,M271,645 MAIN STREET,Manhattan,10044,MANHATTAN,40.763894,-73.947916,8,5,23802,1084848,1013730001,Lenox Hill-Roosevelt Island,"(40.763894, -73.947916)"
X811 SPED - BRONX,X,12,PROBES-REPAIRS/PARAPETS/ ROOFS/WINDOWS,6474000,CIP,X084,1434 LONGFELLOW AVENUE,Bronx,10459,BRONX,40.830589,-73.887587,3,17,123,2010910,2030070008,Crotona Park East,"(40.830589, -73.887587)"
ACAD. FOR ENVIRON. LDRSHP - K,K,32,FY14 RESO A SCIENCE LAB,989500,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.69697,-73.910791,4,37,435,3076908,3033650098,Bushwick North,"(40.69697, -73.910791)"
P.S. 50 - QUEENS,Q,28,Addition,0,CAP,Q050,143-26 101 AVENUE,Queens,11435,QUEENS,40.695238,-73.807364,12,28,206,4214461,4100240012,Jamaica,"(40.695238, -73.807364)"
JOHN ADAMS HS - QUEENS,Q,27,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,738000,CIP,Q480,102-10 ROCKAWAY BOULEVARD,Queens,11417,QUEENS,40.679487,-73.836476,10,32,864,4202849,4095400002,South Ozone Park,"(40.679487, -73.836476)"
P.S. 83 - MANHATTAN,M,4,FULL PROGRAM ACCESSIBILITY,8585000,CIP,M083,219 EAST 109 STREET,Manhattan,10029,MANHATTAN,40.793194,-73.942548,11,8,180,1052436,1016590012,East Harlem North,"(40.793194, -73.942548)"
P.S. 181 - QUEENS,Q,29,FY18 RESO A LIBRARY UPGRADES,171000,CIP,Q181,148-15 230 STREET,Queens,11413,QUEENS,40.656126,-73.753207,13,31,694,4291453,4137180001,Springfield Gardens South-Brookville,"(40.656126, -73.753207)"
P.S. 84 - MANHATTAN,M,3,RESO A GREENROOF,2005000,CIP,M084,32 WEST 92 STREET,Manhattan,10025,MANHATTAN,40.789526,-73.967574,7,6,177,1081042,1012050006,Upper West Side,"(40.789526, -73.967574)"
HUNTER SCIENCE HS - MANHATTAN,M,3,FY17 RESO A SCIENCE LAB UPGRADES,398500,CIP,M490,122 AMSTERDAM AVENUE,Manhattan,10023,MANHATTAN,40.774351,-73.984753,7,6,151,1030343,1011570025,Lincoln Square,"(40.774351, -73.984753)"
P.S. 160 - BRONX,X,11,FY17 RESO A PLAYGROUND REDEVELOPMENT,1575000,CIP,X160,4140 HUTCHINSON RIVER PARKWAY EAST,Bronx,10475,BRONX,40.864676,-73.824303,10,12,302,2072352,2051350200,Co-op City,"(40.864676, -73.824303)"
P.S. 175 HENRY H GARNET - M,M,5,FY17 RESO A GYMNASIUM UPGRADE,363000,CIP,M175,175 WEST 134 STREET,Manhattan,10030,MANHATTAN,40.814422,-73.943664,10,9,228,1058248,1019190006,Central Harlem North-Polo Grounds,"(40.814422, -73.943664)"
J.H.S. 67 - QUEENS,Q,26,FLOOD ELIMINATION,1648000,CIP,Q067,51-60 MARATHON PKWY,Queens,11362,QUEENS,40.762708,-73.733694,11,19,150701,4170797,4082210012,Douglas Manor-Douglaston-Little Neck,"(40.762708, -73.733694)"
M.S./H.S. 342 - BRONX,X,10,BOILER FOR SWIMMING,2152000,CIP,X430,2780 RESERVOIR AVENUE,Bronx,10468,BRONX,40.870293,-73.898309,7,11,409,2015241,2032470070,Van Cortlandt Village,"(40.870293, -73.898309)"
P.S. 66 - BROOKLYN,K,18,FIRE ALARM SYSTEM REPLACEMENT,1047000,CIP,K066,845 EAST 96 STREET,Brooklyn,11236,BROOKLYN,40.64883,-73.907774,18,42,970,3325418,3081290060,Canarsie,"(40.64883, -73.907774)"
P.S. 139 - QUEENS,Q,28,WATER PENETRATION/ROOFS,1456000,CIP,Q139,93-06 63 DRIVE,Queens,11374,QUEENS,40.72814,-73.863582,6,29,693,4072457,4030950050,Rego Park,"(40.72814, -73.863582)"
P.S. 256 ANNEX - QUEENS,Q,75,New,0,CAP,Q816,445 BEACH 135 STREET,Queens,11694,QUEENS,40.577026,-73.854539,14,32,928,4305631,4162580006,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"(40.577026, -73.854539)"
I.S. 382 - BROOKLYN,K,17,STRUCTURAL DEFECTS AND ROOF,5234000,CIP,K465,911 FLATBUSH AVENUE,Brooklyn,11226,BROOKLYN,40.649787,-73.95855,14,40,794,3336215,3051030010,Erasmus,"(40.649787, -73.95855)"
P.S. 105 - BRONX,X,11,WATER INFILTRATION/PARAPETS,4228000,CIP,X105,725 BRADY AVENUE,Bronx,10462,BRONX,40.852398,-73.866617,11,13,22404,2048794,2042880001,Pelham Parkway,"(40.852398, -73.866617)"
I.S. 339 - BRONX,X,9,FY14 RESO A SUPPLEMENTAL COOLING,379777,CIP,X147,1600 WEBSTER AVENUE,Bronx,10457,BRONX,40.840878,-73.904754,3,16,167,2009400,2028970005,Claremont-Bathgate,"(40.840878, -73.904754)"
P.S. 290 - BROOKLYN,K,19,ROOFS/WINDOWS/PARAPETS,2880000,CIP,K290,135 SCHENCK AVENUE,Brooklyn,11207,BROOKLYN,40.67789,-73.889758,5,37,1198,3087821,3039490018,East New York,"(40.67789, -73.889758)"
P.S. 161 - BRONX,X,7,FY16 RESO A SUPPLEMENTAL COOLING,387000,CIP,X161,628 TINTON AVENUE,Bronx,10455,BRONX,40.814916,-73.905518,1,8,79,2004773,2026640029,Melrose South-Mott Haven North,"(40.814916, -73.905518)"
P.S. 19 - BRONX,X,11,Addition,0,CAP,X019,4318 KATONAH AVENUE,Bronx,10470,BRONX,40.899295,-73.8675,12,11,45102,2019463,2033860001,Woodlawn-Wakefield,"(40.899295, -73.8675)"
P.S. 121 - BROOKLYN,K,21,EXTERIOR MASONRY/PARAPETS/ROOFS,5233000,CIP,K121,5301 20TH AVENUE,Brooklyn,11204,BROOKLYN,40.623273,-73.978822,12,44,464,3253281,3054951101,Borough Park,"(40.623273, -73.978822)"
P.S. 254 - QUEENS,Q,27,ROOF/PARAPETS/EXT MASONRY/PAVED AREA CONCRETE,7286400,CIP,Q254,84-40 101ST STREET,Queens,11418,QUEENS,40.697961,-73.84796,9,32,24,4191296,4091770023,Richmond Hill,"(40.697961, -73.84796)"
P.S. 288 - BROOKLYN,K,21,ROOF,3493083,CIP,K288,2950 WEST 25 STREET,Brooklyn,11224,BROOKLYN,40.574411,-73.99194,13,47,342,3189538,3070540045,Seagate-Coney Island,"(40.574411, -73.99194)"
MARTIN VAN BUREN HS - QUEENS,Q,26,FY15 RESO A SUPPLEMENTAL COOLING,240700,CIP,Q435,230-17 HILLSIDE AVENUE,Queens,11427,QUEENS,40.733066,-73.738756,13,23,1301,4166101,4079300002,Bellerose,"(40.733066, -73.738756)"
P.S. 41 - QUEENS,Q,26,FY17 RESO A ELECTRICAL SYSTEMS,1392283,CIP,Q041,214-43 35 AVENUE,Queens,11361,QUEENS,40.769601,-73.770863,11,19,1097,4135975,4061210001,Bayside-Bayside Hills,"(40.769601, -73.770863)"
P.S. 205 - QUEENS,Q,26,BOILER/CLIMATE CTRL/FLOOD/MASONRY/ ROOFS/PARAPETS,15560000,CIP,Q205,75-25 BELL BLVD,Queens,11364,QUEENS,40.737678,-73.756791,11,23,129103,4164007,4077530001,Oakland Gardens,"(40.737678, -73.756791)"
BRONX CNTR FOR SCIENCE & MATH,X,9,PLANYC BOILER CONVERSION/PLANYC CLIMATE CTRL,5747000,CIP,X002,1365 FULTON AVENUE,Bronx,10456,BRONX,40.833696,-73.902477,3,16,14701,2009617,2029250056,Claremont-Bathgate,"(40.833696, -73.902477)"
P.S. 238 - BROOKLYN,K,21,EXTERIOR MASONRY/PARAPETS,6960000,CIP,K238,1633 EAST 8 STREET,Brooklyn,11223,BROOKLYN,40.608862,-73.965058,15,44,420,3176229,3066400013,Homecrest,"(40.608862, -73.965058)"
MASPETH HIGH SCHOOL - QUEENS,Q,24,FY18 RESO A AUDITORIUM  UPGRADE,79800,CIP,Q585,54-40 74TH STREET,Queens,11373,QUEENS,40.729939,-73.887482,5,30,49302,4062864,4028030001,Maspeth,"(40.729939, -73.887482)"
P.S. 164 - BROOKLYN,K,20,EXT MASONRY/ROOFS/CLIMATE CTRL/PARAPETS,6597000,CIP,K164,4211 14TH AVENUE,Brooklyn,11219,BROOKLYN,40.637486,-73.985955,12,44,232,3135976,3056000001,Borough Park,"(40.637486, -73.985955)"
P.S. 246 - BRONX,X,10,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,11448000,CIP,X843,2641 GRAND CONCOURSE,Bronx,10468,BRONX,40.865593,-73.894758,7,14,401,2013830,2031680027,Bedford Park-Fordham North,"(40.865593, -73.894758)"
P.S. 150 - BRONX,X,12,FY18 RESO A SUPPLEMENTAL COOLING,372000,CIP,X150,920 EAST 167 STREET,Bronx,10459,BRONX,40.82636,-73.894398,2,17,12701,2005681,2027170005,Hunts Point,"(40.82636, -73.894398)"
NEWCOMERS HIGH SCHOOL - Q,Q,30,RPZ VALVES,389000,CIP,Q450,28-01 41ST AVENUE,Queens,11101,QUEENS,40.751356,-73.937445,1,26,33,4004874,4004040001,Queensbridge-Ravenswood-Long Island City,"(40.751356, -73.937445)"
URBN ASSY SCHL CRIM JUSTICE -,K,20,SCIENCE LAB UPGRADE,1218000,CIP,K223,4200 16 AVENUE,Brooklyn,11204,BROOKLYN,40.634875,-73.981528,12,44,230,3125676,3053620021,Borough Park,"(40.634875, -73.981528)"
P.S. 37 - BRONX,X,10,FLOOD ELIMINATION,668000,CIP,X037,360 W 230TH STREET,Bronx,10463,BRONX,40.880263,-73.910466,8,11,29302,2097990,2057160725,Spuyten Duyvil-Kingsbridge,"(40.880263, -73.910466)"
P.S. 230 - BROOKLYN,K,15,ELECTRICAL WORK FOR A/C INITIATIVE,864680,CIP,K230,1 ALBEMARLE ROAD,Brooklyn,11218,BROOKLYN,40.645017,-73.980761,12,39,498,3124109,3053230032,Kensington-Ocean Parkway,"(40.645017, -73.980761)"
FORT HAMILTON HS - K,K,20,FY16 RESO A ATHLETIC FIELD UPGRADE,3538000,CIP,K490,8301 SHORE ROAD,Brooklyn,11209,BROOKLYN,40.627835,-74.040046,10,43,46,3152318,3060130001,Bay Ridge,"(40.627835, -74.040046)"
Q009 SPED - QUEENS,Q,24,EXT MSNRY/PARAPET/FLOOD/ ACCESSIBILITY/FIRE ALARM,10840000,CIP,Q009,58-74 57 STREET,Queens,11378,QUEENS,40.718935,-73.912208,5,30,535,4059130,4026310106,Maspeth,"(40.718935, -73.912208)"
I.S. 522 - BROOKLYN,K,23,PLANYC BOILER/PLANYC CLIMATE CONTROL,7420000,CIP,K271,1137 HERKIMER STREET,Brooklyn,11233,BROOKLYN,40.677805,-73.915843,16,41,301,3042157,3015500001,Ocean Hill,"(40.677805, -73.915843)"
I.S. 136 - BROOKLYN,K,15,ELECTRICAL SYSTEM UPGRADE/FLOOD ELIMINATION,2042000,CIP,K136,4004 4TH AVENUE,Brooklyn,11232,BROOKLYN,40.651977,-74.006862,7,38,82,3010580,3007130020,Sunset Park West,"(40.651977, -74.006862)"
P.S. 94 - BROOKLYN,K,15,EXT MASONRY/WINDOWS/FLOOD ELIMINATION,8948571,CIP,K094,5010 6TH AVENUE,Brooklyn,11220,BROOKLYN,40.64366,-74.008252,7,38,98,3332126,3007920026,Sunset Park East,"(40.64366, -74.008252)"
M000 - MANHATTAN,M,2,TEMP CHILLER 2018,975005.36,CIP,MJJC,445 W 59 STREET,Manhattan,10019,MANHATTAN,40.769787,-73.986083,7,3,145,1028826,1011310001,Lincoln Square,"(40.769787, -73.986083)"
TEACHER'S COLLEGE COMMUNITY SCHOOL ANNEX - MANHATTAN,M,5,Lease,0,CAP,M484,223-233 WEST 132 STREET,Manhattan,10027,MANHATTAN,40.813781,-73.946024,10,9,226,1058776,1019380020,Central Harlem North-Polo Grounds,"(40.813781, -73.946024)"
P.S. 6 - STATEN ISLAND,R,31,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,327400,CIP,R006,555 PAGE AVENUE,Staten Island,10307,STATEN IS,40.510735,-74.231109,3,51,24401,5131697,5077600001,Charleston-Richmond Valley-Tottenville,"(40.510735, -74.231109)"
P.S. 191 - BROOKLYN,K,17,FY18 RESO A LIBRARY UPGRADES,378000,CIP,K191,1600 PARK PLACE,Brooklyn,11233,BROOKLYN,40.672005,-73.924329,8,41,359,3036635,3013750012,Crown Heights North,"(40.672005, -73.924329)"
HS FOR ENVIRONMENTAL STUDIES -,M,2,6TH FLOOR EGRESS/FIRE ALARM,3621000,CIP,M834,444 WEST 56 STREET,Manhattan,10019,MANHATTAN,40.767791,-73.987531,4,3,139,1026841,1010650001,Clinton,"(40.767791, -73.987531)"
FRANCIS LEWIS HS - QUEENS,Q,26,FY15RESO A AUDITORIUM UPGRADE,496000,CIP,Q430,58-20 UTOPIA PKWY,Queens,11365,QUEENS,40.740724,-73.79283,11,20,1417,4148763,4068820001,Auburndale,"(40.740724, -73.79283)"
P.S. 170 - BROOKLYN,K,20,CRACKED EXTERIOR MASONRY,2449037,CIP,K170,619 72ND STREET,Brooklyn,11209,BROOKLYN,40.630031,-74.018878,10,43,134,3146921,3058990001,Bay Ridge,"(40.630031, -74.018878)"
Q075 SPED - QUEENS,Q,28,EXTERIOR MASONRY/ROOFS,4810000,CIP,Q048,155-02 108 AVENUE,Queens,11433,QUEENS,40.694119,-73.797003,12,28,254,4216099,4101440042,South Jamaica,"(40.694119, -73.797003)"
BROOKLYN BRIDGE ACADEMY - K,K,18,WINDOWS,9394000,CIP,K515,6565 FLATLANDS AVENUE,Brooklyn,11236,BROOKLYN,40.633285,-73.916735,18,46,950,3224139,3079980005,Canarsie,"(40.633285, -73.916735)"
P.S. 152 - MANHATTAN,M,6,ELECTRICAL SYSTEMS,777711,CIP,M152,93 NAGLE AVENUE,Manhattan,10040,MANHATTAN,40.860412,-73.927936,12,10,283,1064149,1021730001,Washington Heights North,"(40.860412, -73.927936)"
M811 SPED - MANHATTAN,M,3,EXT MASONRY/FLOOD ELIMINATION,6262893,CIP,M841,466 WEST END AVENUE,Manhattan,10024,MANHATTAN,40.786616,-73.979507,7,6,171,1032754,1012300001,Upper West Side,"(40.786616, -73.979507)"
MARTIN VAN BUREN HS - QUEENS,Q,26,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,362684,CIP,Q435,230-17 HILLSIDE AVENUE,Queens,11427,QUEENS,40.733066,-73.738756,13,23,1301,4166101,4079300002,Bellerose,"(40.733066, -73.738756)"
BRONX HS OF SCIENCE - X,X,10,GYM CEILING,2033100,CIP,X445,75 W 205 STREET,Bronx,10468,BRONX,40.87759,-73.89104,7,11,409,2094706,2032510201,Van Cortlandt Village,"(40.87759, -73.89104)"
P.S. 171 - MANHATTAN,M,4,FLOOD ELIM/WINDOWS/EXT MASONRY/HEATING PLANT UPG,16691000,CIP,M171,19 EAST 103 STREET,Manhattan,10029,MANHATTAN,40.792122,-73.951961,11,8,168,1051497,1016090007,East Harlem South,"(40.792122, -73.951961)"
I.S. 162 - BROOKLYN,K,32,STAIRS/EXT MASONRY/PARAPETS/ROOF/FLOOD/WATER PNTRN,17976000,CIP,K162,1390 WILLOUGHBY AVENUE,Brooklyn,11237,BROOKLYN,40.707229,-73.919805,4,34,445,3073018,3032120001,Bushwick North,"(40.707229, -73.919805)"
Q177 SPED - QUEENS,Q,26,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,7221000,CIP,Q177,56-37 188 STREET,Queens,11365,QUEENS,40.74391,-73.788133,11,20,1417,4128231,4056740002,Auburndale,"(40.74391, -73.788133)"
MARTIN VAN BUREN HS - QUEENS,Q,26,RENEWAL SCHOOL BASED HEALTH CENTER,1829000,CIP,Q435,230-17 HILLSIDE AVENUE,Queens,11427,QUEENS,40.733066,-73.738756,13,23,1301,4166101,4079300002,Bellerose,"(40.733066, -73.738756)"
I.S. 447 - BRONX,X,10,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,334999,CIP,X115,120 EAST 184 STREET,Bronx,10468,BRONX,40.859752,-73.900161,5,14,23703,2013899,2031720046,Fordham South,"(40.859752, -73.900161)"
P.S. 31 - QUEENS,Q,26,CHIMNEY LINER REPLAC/PLANYC BOILER/CLIMATE/MASONRY,14330000,CIP,Q031,211-45 46 ROAD,Queens,11361,QUEENS,40.757064,-73.770122,11,19,1447,4156949,4073160018,Bayside-Bayside Hills,"(40.757064, -73.770122)"
P.S. 30 - STATEN ISLAND,R,31,EXTERIOR MASONRY/ROOFS/PARAPETS,10589000,CIP,R030,200 WARDWELL AVE,Staten Island,10314,STATEN IS,40.618439,-74.132645,1,50,201,5113069,5004230009,Westerleigh,"(40.618439, -74.132645)"
J.H.S. 72 - QUEENS,Q,28,SCIENCE LAB UPGRADES,2438100,CIP,Q072,133-25 GUY R BREWER BOULEVARD,Queens,11434,QUEENS,40.673769,-73.775951,12,28,33402,4270059,4124950270,Springfield Gardens North,"(40.673769, -73.775951)"
J.H.S. 157 - QUEENS,Q,28,FY16 RESO A ROOM CONVERSIONS / PART,229500,CIP,Q157,63-55 102ND STREET,Queens,11374,QUEENS,40.732289,-73.853825,6,29,721,4442846,4021260014,Forest Hills,"(40.732289, -73.853825)"
